data_long1,data_long2,data_long3,data_long4
-0.0880052462167549,0.8,1,dm4_R
-0.0264372079375201,0.8,2,dm4m_R
-0.0370558511602381,0.8,3,dm2_R
-0.0577625700457391,0.8,4,dm3_R
-0.0824652072593913,0.8,5,dldm_R
-0.0436597878230664,0.8,6,dm1_R
-0.0685908814675693,0.7,1,dm4_R
-0.0343429465398283,0.7,2,dm4m_R
-0.0446662927479216,0.7,3,dm2_R
-0.0312502503780182,0.7,4,dm3_R
-0.0854419110966598,0.7,5,dldm_R
-0.0400183766975249,0.7,6,dm1_R
0.0622450863598491,0.4,1,dm4_R
0.110663366989426,0.4,2,dm4m_R
0.0592308843673747,0.4,3,dm2_R
0.000512440180503284,0.4,4,dm3_R
-0.00817743504738565,0.4,5,dldm_R
-0.00648673651622217,0.4,6,dm1_R
0.212274012930756,0.7,1,dm4_R
0.231485841581982,0.7,2,dm4m_R
0.217124508187919,0.7,3,dm2_R
0.205315131966271,0.7,4,dm3_R
0.17784120671455,0.7,5,dldm_R
0.109037576290405,0.7,6,dm1_R
0.022248461267476,0,1,dm4_R
0.0353271026910616,0,2,dm4m_R
0.0168551224572135,0,3,dm2_R
0.0245549926070075,0,4,dm3_R
0.0258109708834151,0,5,dldm_R
0.00309660430955709,0,6,dm1_R
0.147751994294316,0.8,1,dm4_R
0.158238377899114,0.8,2,dm4m_R
0.0887649277254783,0.8,3,dm2_R
0.08463785315764,0.8,4,dm3_R
0.0445517775058076,0.8,5,dldm_R
0.044725881556669,0.8,6,dm1_R
0.119894118991848,0.8,1,dm4_R
0.186001074819305,0.8,2,dm4m_R
0.136932043007937,0.8,3,dm2_R
0.0987060130878444,0.8,4,dm3_R
0.0708096196530434,0.8,5,dldm_R
0.0478839645120258,0.8,6,dm1_R
0.124924235007216,0.4,1,dm4_R
0.199694416898502,0.4,2,dm4m_R
0.0920728226050427,0.4,3,dm2_R
0.0872422883304759,0.4,4,dm3_R
0.0503773230580858,0.4,5,dldm_R
0.0280803706096402,0.4,6,dm1_R
0.000387781287777351,0.7,1,dm4_R
0.0340316533392179,0.7,2,dm4m_R
0.0166111404131821,0.7,3,dm2_R
0.00658935368809861,0.7,4,dm3_R
0.00955760715093268,0.7,5,dldm_R
0.0201252354766622,0.7,6,dm1_R
-0.0285939605493513,0,1,dm4_R
-0.04518303635993,0,2,dm4m_R
0.0118638900730313,0,3,dm2_R
0.0143487524709789,0,4,dm3_R
0.0027129704191438,0,5,dldm_R
