data_long1,data_long2,data_long3,data_long4
0.070166220647493,0.7,5,dldm_R
0.099981591447255,0.7,6,dm1_R
0.117002857530031,0.4,1,dm4_R
0.143223511040046,0.4,2,dm4m_R
0.107427917438665,0.4,3,dm2_R
0.123371780787009,0.4,4,dm3_R
0.105257556358662,0.4,5,dldm_R
0.200014376665715,0.4,6,dm1_R
0.299750810930882,0.8,1,dm4_R
0.238663208242008,0.8,2,dm4m_R
0.146117351036618,0.8,3,dm2_R
0.135702749525387,0.8,4,dm3_R
0.087669451646429,0.8,5,dldm_R
0.049767851187179,0.8,6,dm1_R
0.555248962247719,0,1,dm4_R
0.428755500012341,0,2,dm4m_R
0.605863071015356,0,3,dm2_R
0.79830382035628,0,4,dm3_R
0.69029601015991,0,5,dldm_R
0.455687049656515,0,6,dm1_R
0.03856241164434,0,1,dm4_R
0.057283264768236,0,2,dm4m_R
0.106439944260356,0,3,dm2_R
0.061322602478082,0,4,dm3_R
0.096848085276112,0,5,dldm_R
0.072788511791307,0,6,dm1_R
0.161557652444061,0.8,1,dm4_R
0.168027372212004,0.8,2,dm4m_R
0.060201492826486,0.8,3,dm2_R
0.105769850101281,0.8,4,dm3_R
0.02048690818477,0.8,5,dldm_R
0.053472203452971,0.8,6,dm1_R
0.754818660058341,0.7,1,dm4_R
0.659965607229356,0.7,2,dm4m_R
0.689199654060165,0.7,3,dm2_R
0.760945836955526,0.7,4,dm3_R
0.742429350996349,0.7,5,dldm_R
0.464118770576805,0.7,6,dm1_R
0.251414079716176,0.4,1,dm4_R
0.2194444539246,0.4,2,dm4m_R
0.097879114562114,0.4,3,dm2_R
0.116135249927717,0.4,4,dm3_R
0.049450236457484,0.4,5,dldm_R
0.125807247744257,0.4,6,dm1_R
0.2834640136615,0.4,1,dm4_R
0.234125930050818,0.4,2,dm4m_R
0.118676136195097,0.4,3,dm2_R
0.128895578724236,0.4,4,dm3_R
0.09913637479707,0.4,5,dldm_R
0.03131283317153,0.4,6,dm1_R
0.289397708687403,0.7,1,dm4_R
0.230416761389555,0.7,2,dm4m_R
0.140000758623133,0.7,3,dm2_R
0.098911211376127,0.7,4,dm3_R
0.048213398246878,0.7,5,dldm_R
0.135976126972694,0.7,6,dm1_R
0.267643235575423,0.8,1,dm4_R
0.271098801245664,0.8,2,dm4m_R
0.150169437690072,0.8,3,dm2_R
0.123331932616021,0.8,4,dm3_R
0.047508105484488,0.8,5,dldm_R
0.069956836576605,0.8,6,dm1_R
0.377259445824488,0,1,dm4_R
0.300303910421659,0,2,dm4m_R
0.179337528010825,0,3,dm2_R
0.367462588591468,0,4,dm3_R
0.166067449835408,0,5,dldm_R
0.116009635401746,0,6,dm1_R
0.369288825829432,0,1,dm4_R
0.312608794165985,0,2,dm4m_R
0.161780984939949,0,3,dm2_R
0.252047457354828,0,4,dm3_R
0.085090928762762,0,5,dldm_R
0.130025243390944,0,6,dm1_R
-0.015952834670214,0.4,1,dm4_R
0.019842152565202,0.4,2,dm4m_R
0.019759906932853,0.4,3,dm2_R
-0.052868462762627,0.4,4,dm3_R
0.002787707917249,0.4,5,dldm_R
0.078027863068902,0.4,6,dm1_R
0.169141207022364,0.8,1,dm4_R
0.145920500238861,0.8,2,dm4m_R
0.093363422045359,0.8,3,dm2_R
0.110946625924857,0.8,4,dm3_R
0.041201886895634,0.8,5,dldm_R
0.056563064738574,0.8,6,dm1_R
0.193253042400395,0.7,1,dm4_R
0.186574325639044,0.7,2,dm4m_R
0.097318621662754,0.7,3,dm2_R
0.091319479418233,0.7,4,dm3_R
0.10009558829073,0.7,5,dldm_R
0.098017413556785,0.7,6,dm1_R
0.188517813894043,0.4,1,dm4_R
0.148740016625017,0.4,2,dm4m_R
0.10455658498997,0.4,3,dm2_R
0.098833724705085,0.4,4,dm3_R
0.070664437667146,0.4,5,dldm_R
0.071034102708414,0.4,6,dm1_R
0.106601173367119,0,1,dm4_R
0.085863448216981,0,2,dm4m_R
0.142262808554468,0,3,dm2_R
0.139060204056374,0,4,dm3_R
0.082251955367708,0,5,dldm_R
0.149309397353804,0,6,dm1_R
0.462238146335528,0.8,1,dm4_R
0.383987059082061,0.8,2,dm4m_R
0.402367261077283,0.8,3,dm2_R
0.55369884652915,0.8,4,dm3_R
0.342184174507715,0.8,5,dldm_R
0.332080462434438,0.8,6,dm1_R
0.282025651769378,0.7,1,dm4_R
0.237530461041776,0.7,2,dm4m_R
0.16001198349735,0.7,3,dm2_R
0.192568399810452,0.7,4,dm3_R
0.170692947267787,0.7,5,dldm_R
0.148639378778827,0.7,6,dm1_R
-0.239046410036095,0.8,1,dm4_R
-0.157224340273352,0.8,2,dm4m_R
-0.241664898013632,0.8,3,dm2_R
-0.215243989115569,0.8,4,dm3_R
-0.18559291705424,0.8,5,dldm_R
-0.204558418041412,0.8,6,dm1_R
0.253696566289373,0,1,dm4_R
0.144051650176433,0,2,dm4m_R
0.077890170544226,0,3,dm2_R
0.089518675325793,0,4,dm3_R
0.070902985835628,0,5,dldm_R
0.07301867994195,0,6,dm1_R
0.091820538159738,0.4,1,dm4_R
0.099567233507835,0.4,2,dm4m_R
0.060566086498579,0.4,3,dm2_R
0.048725340396584,0.4,4,dm3_R
0.03920316268587,0.4,5,dldm_R
0.085227776208811,0.4,6,dm1_R
0.133742667142933,0.7,1,dm4_R
0.197649969850644,0.7,2,dm4m_R
0.103810473017015,0.7,3,dm2_R
0.096796455552826,0.7,4,dm3_R
0.070131690315956,0.7,5,dldm_R
0.11869674398714,0.7,6,dm1_R
0.062535413105477,0.8,1,dm4_R
0.155386990782938,0.8,2,dm4m_R
0.098193455385772,0.8,3,dm2_R
0.125392300870557,0.8,4,dm3_R
0.061250212298451,0.8,5,dldm_R
0.05951953209591,0.8,6,dm1_R
0.04665370012577,0.4,1,dm4_R
0.030754040622276,0.4,2,dm4m_R
0.016869997565214,0.4,3,dm2_R
0.033449470793344,0.4,4,dm3_R
0.045909201241621,0.4,5,dldm_R
0.054041600048436,0.4,6,dm1_R
0.150079126776367,0.7,1,dm4_R
0.137199713800322,0.7,2,dm4m_R
0.087472298952913,0.7,3,dm2_R
0.145634202807562,0.7,4,dm3_R
0.067762428414128,0.7,5,dldm_R
0.039382228353797,0.7,6,dm1_R
0.010926402605864,0,1,dm4_R
